0.800342473,1,1,0
0.978732524,1,1,0
0,1,0,0
0.77831902,1,1,0
0.800342473,1,1,0
1,1,1,0
0.855445038,1,1,0
1,1,1,0
1,1,1,0
0,1,0,0
0.658640392,0,0,0
0.097845872,1,0,0
0.609165186,1,1,0
0.69371156,1,1,0
0,1,0,0
1,1,1,0
0.651372506,1,1,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,0,0,1
0,1,0,0
0,1,0,0
0,1,0,0
0.126398298,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,0,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,0,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,0,0,0
0.273078002,1,0,0
0.062559851,1,0,0
0.077730381,1,0,0
1,1,1,0
0.25492355,1,0,0
0.273078002,1,0,0
0.062559851,1,0,0
0.306348054,1,1,0
0.490646777,1,1,0
0.078311085,1,0,0
1,0,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0.460495593,1,1,0
1,1,1,0
0.654364688,1,1,0
0.165114086,1,0,0
0,1,0,0
0,1,0,0
0.998972781,0,0,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,0,0,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
0,1,0,0
0.166673993,1,0,0
0.606206852,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
0,0,0,1
0.560773497,1,1,0
0,1,0,0
0.22834399,1,0,0
1,1,1,0
0.338737268,1,1,0
1,1,1,0
0.429930438,1,1,0
0.483077948,1,1,0
0.489596938,1,1,0
0.22834399,1,0,0
0,0,0,1
0.58566242,1,1,0
0.359913823,1,1,0
0.58566242,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
0.607083065,1,1,0
1,1,1,0
0.359913823,1,1,0
1,1,1,0
0.607083065,0,0,0
0,1,0,0
0.95895903,1,1,0
1,1,1,0
0.305928618,1,1,0
0.305810701,1,1,0
0,1,0,0
0,1,0,0
0.31551241,1,1,0
0.305692782,1,1,0
1,1,1,0
0,0,0,1
1,1,1,0
1,1,1,0
0.836924064,1,1,0
0.223216578,1,0,0
1,1,1,0
1,1,1,0
0.223216578,1,0,0
1,1,1,0
1,1,1,0
1,1,1,0
0.836924064,0,0,0
0.772672701,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
0.00573707,1,0,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
0.00573707,0,0,1
0.3147098,1,1,0
0.989803235,1,1,0
1,1,1,0
0,1,0,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
0,0,0,1
0,1,0,0
0.097265098,1,0,0
1,1,1,0
0.261473642,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0.955472222,1,1,0
1,1,1,0
0.097265098,0,0,1
0.310752683,1,1,0
0.512921776,1,1,0
0.746215393,1,1,0
0,1,0,0
0.168435771,1,0,0
0,1,0,0
0.232690511,1,0,0
1,1,1,0
1,1,1,0
1,1,1,0
1,0,0,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
0.859922883,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
0.859922883,1,1,0
1,0,0,0
0.03803868,1,0,0
0.900913713,1,1,0
1,1,1,0
0.862129953,1,1,0
0.614351867,1,1,0
0,1,0,0
0.735080485,1,1,0
0.788585256,1,1,0
0,1,0,0
0.766935027,1,1,0
0,0,0,1
0.972134786,1,1,0
0.433950888,1,1,0
1,1,1,0
0.746475332,1,1,0
0.972134786,1,1,0
0.349071616,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
0.349071616,0,0,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
0.716374315,1,1,0
0.660602956,1,1,0
1,1,1,0
0.400155361,1,1,0
0.400155361,0,0,0
1,1,1,0
1,1,1,0
0.122985071,1,0,0
0.511247685,1,1,0
0.206958152,1,0,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
0.122985071,0,0,1
1,1,1,0
1,1,1,0
1,1,1,0
0.474012583,1,1,0
0.818470684,1,1,0
0.818470684,1,1,0
0.644947492,1,1,0
1,1,1,0
0.644947492,1,1,0
0.474012583,1,1,0
1,0,0,0
1,1,1,0
0.967331637,1,1,0
1,1,1,0
0,1,0,0
1,1,1,0
1,1,1,0
1,1,1,0
0.967331637,1,1,0
1,1,1,0
1,1,1,0
0,0,0,1
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
0.820036528,1,1,0
1,1,1,0
0.820036528,1,1,0
1,1,1,0
1,1,1,0
1,0,0,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
0.636760378,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
0.636760378,0,0,0
0.049248822,1,0,0
1,1,1,0
0,1,0,0
0,1,0,0
0,1,0,0
0.702734831,1,1,0
0,1,0,0
1,1,1,0
0.929324093,1,1,0
1,1,1,0
0,0,0,1
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,0,0,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
0.93146753,1,1,0
0.93146753,0,0,0
1,1,1,0
0.013471853,1,0,0
1,1,1,0
0.072604224,1,0,0
0,1,0,0
1,1,1,0
0.554544766,1,1,0
0.300322831,1,1,0
0,1,0,0
0,1,0,0
0,0,0,1
0.308177514,1,1,0
0.658159932,1,1,0
0.352895321,1,1,0
1,1,1,0
1,1,1,0
0.85086812,1,1,0
1,1,1,0
0,1,0,0
0.552315964,1,1,0
1,1,1,0
0,0,0,1
1,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
0.849204625,1,1,0
0.093672864,1,0,0
1,1,1,0
0.067995488,1,0,0
1,1,1,0
0.507131333,1,1,0
0.067995488,0,0,1
1,1,1,0
0.401571098,1,1,0
1,1,1,0
1,1,1,0
1,1,1,0
0,1,0,0
0.232578532,1,0,0
0.965894855,1,1,0
0,1,0,0
0.56715836,1,1,0
0,0,0,1
,,233,15
,PWA,0.706060606,0.454545455
