0,1
0,1
0,1
1,1
0,1
0,1
0,1
0,1
0,1
0,1
1,0
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
1,0
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
1,0
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
1,0
0,1
0.15903276,1
0.181421704,1
0,1
0,1
0,1
0.027219973,1
0,1
0,1
0,1
1,0
0,1
0,1
0,1
0,1
0.555642062,1
0,1
0.159026617,1
0.52886263,1
0,1
0.315086824,1
1,0
0,1
0,1
0.784593693,1
0,1
0.312584008,1
0,1
0,1
0.519956147,1
0,1
0,1
1,0
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
1,0
0.584574751,1
0.958086578,1
0.093916091,1
0.189241473,1
0.067103198,1
0.477497002,1
0,1
0.093916091,1
0.323510705,1
0,1
1,0
0,1
0,1
0,1
0.14876993,1
0,1
0,1
0,1
0,1
0.097966344,1
0,1
1,0
0.569103372,1
1,1
0.79147298,1
0.701457372,1
0.494323015,1
0.494323015,1
1,1
1,1
0.528796088,1
0.528796088,1
1,0
0.239584489,1
0.362037877,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
1,0
0,1
0,1
0.706194996,1
0,1
0.305283917,1
0,1
0.426803041,1
1,1
0.837826908,1
0,1
1,0
0,1
0.033963544,1
0,1
0,1
0.213520488,1
1,1
0.478651004,1
0.764260479,1
0.039433967,1
0,1
1,0
0,1
0.094164298,1
0,1
0,1
0,1
0.121814116,1
0.079665129,1
0.412166534,1
0,1
0.181274662,1
1,0
1,1
0.76361824,1
0.286726414,1
0.286726414,1
0.222232843,1
1,1
0.93690455,1
1,1
1,1
0.222232843,1
1,0
0,1
0,1
0,1
0,1
0.768976098,1
0.901928709,1
0.495605161,1
0,1
1,1
0,1
1,0
0,1
0,1
0,1
0.087041556,1
0.128898425,1
0,1
1,1
1,1
1,1
0,1
0.730137675,0
0.474374678,1
0.530467129,1
0.132103578,1
0,1
0.592978429,1
0.376764538,1
0.4780335,1
0.099630578,1
0.59463451,1
0,1
1,0
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
1,0
0,1
0.538684137,1
0.613439549,1
0,1
0,1
0.231950982,1
0.265186482,1
0,1
0,1
0,1
1,0
0.517965137,1
0.706690204,1
0.360186438,1
1,1
0.76347744,1
0.397256994,1
0.075727284,1
0.346358288,1
0.885717029,1
0.075727284,1
1,0
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
1,0
0.175973679,1
0.112720773,1
0,1
0.112720773,1
0.682544973,1
1,1
0.569127419,1
0.326721709,1
0.466634746,1
0,1
1,0
0,1
1,1
0,1
0,1
1,1
0.737813055,1
0.17025856,1
0,1
0,1
1,1
0.326627749,0
0,1
0,1
0.350418598,1
0,1
0.46149263,1
0,1
0,1
1,1
0.279814754,1
1,1
1,0
0,1
0,1
0,1
0,1
0,1
0.772262972,1
0.444133506,1
0.305866029,1
0,1
0.122171835,1
1,0
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
1,0
0,1
0.242515116,1
0,1
0,1
0.087159724,1
0.052355675,1
0.035765792,1
0.035765792,1
0.091319064,1
0,1
1,0
0,1
0.38568758,1
0.044724405,1
0.678654979,1
0.454466524,1
0,1
0,1
0,1
0.098019676,1
0.071447134,1
1,0
0,1
0,1
0.26179737,1
0,1
0.093449251,1
0,1
0,1
0.30302117,1
0,1
0,1
1,0
1,1
0,1
0.497029935,1
0.438141235,1
0,1
0.562842817,1
0,1
0,1
0.53986445,1
0.017003443,1
1,0
0.561116843,1
0.762650533,1
0,1
0.23758181,1
0.735370766,1
0.690954304,1
1,1
0,1
0.516341402,1
0.202008665,1
1,0
