0,1
1,1
1,1
1,1
0,1
0,1
1,1
1,1
0,1
1,1
1,0
1,0
0,0
1,0
0,0
1,0
1,0
1,0
1,0
1,0
1,1
1,1
0.946811479,1
1,1
0,1
1,1
1,1
1,1
1,1
0,1
1,0
0,0
1,0
0,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,1
0,1
1,1
1,1
1,1
1,1
0.822003396,1
1,1
1,1
1,0
0,0
1,0
1,0
1,0
0.660495792,0
1,0
1,0
1,0
1,0
1,1
1,1
1,1
0,1
1,1
0,1
1,1
1,1
1,1
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,1
0.471018591,1
1,1
1,1
1,1
1,1
1,1
0,1
1,1
1,0
0.983350195,0
1,0
1,0
1,0
1,0
0.826173565,0
0,0
0.132413724,0
1,0
0,1
1,1
0.314620406,1
0,1
0.535755653,1
1,1
0.486326016,1
1,1
1,1
1,1
1,0
1,0
1,0
0,0
1,0
1,0
0.039411156,0
1,0
0,0
0,0
1,1
1,1
1,1
1,1
1,1
1,1
0,1
1,1
1,1
0,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
0,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
0,0
1,0
1,0
0.26222331,0
0,0
1,0
0,0
0.924434812,0
1,0
1,0
1,1
1,1
1,1
1,1
1,1
1,1
0,1
1,1
1,1
1,1
1,0
1,0
1,0
1,0
1,0
0.841514156,0
1,0
0,0
1,0
1,0
1,1
1,1
1,1
1,1
0,1
0,1
0.540271798,1
1,1
1,1
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0,1
1,1
1,1
0,1
1,1
1,1
1,1
1,1
0,1
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
0,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,0
0,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
0,1
1,0
1,0
1,0
1,0
1,0
0,0
1,0
1,0
1,0
1,0
1,1
1,1
0,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0,0
1,0
1,0
0.911386577,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
0,0
1,0
1,0
1,0
1,0
0,0
1,0
1,0
1,0
1,0
1,1
1,1
0,1
1,1
0,1
1,1
1,1
1,1
1,1
0.142181423,1
1,0
1,0
1,0
0,0
1,0
0.964898977,0
1,0
1,0
1,0
0,0
1,1
0,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,0
1,0
1,0
1,0
0,0
1,0
1,0
1,0
0,0
1,0
1,1
1,1
1,1
1,1
1,1
0,1
1,1
1,1
1,1
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0,0
1,0
1,0
0,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,0
0,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,1
1,1
1,1
0,1
1,1
1,1
1,1
1,1
1,1
1,0
1,0
1,0
1,0
0,0
1,0
1,0
1,0
1,0
1,0
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
0,1
1,0
1,0
1,0
0,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,1
0,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,0
0.786315654,0
1,0
1,0
0,0
1,0
0.036598829,0
0,0
1,0
0.838177345,0
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
0,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0,0
1,1
1,1
1,1
1,1
0.650191833,1
1,1
1,1
1,1
1,1
0,1
1,0
0.833754642,0
1,0
0,0
1,0
0.275346386,0
1,0
1,0
0.121168813,0
0,0
1,1
1,1
1,1
1,1
0,1
1,1
1,1
0,1
1,1
0,1
0,0
1,0
1,0
0.05514151,0
1,0
1,0
1,0
1,0
0,0
0,0
1,1
1,1
1,1
0,1
1,1
1,1
1,1
1,1
1,1
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0,0
1,1
1,1
1,1
1,1
1,1
1,1
0,1
1,1
1,1
1,1
0,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,1
1,1
1,1
1,1
1,1
0,1
1,1
1,1
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0,0
1,0
1,0
0,1
0.797293679,1
1,1
1,1
0,1
0.754394611,1
0,1
1,1
1,1
1,1
0,0
0,0
0,0
1,0
1,0
1,0
0,0
0,0
0,0
1,0
0.309011295,1
1,1
0,1
0,1
1,1
1,1
1,1
0,1
1,1
1,1
0,0
1,0
1,0
1,0
1,0
1,0
0,0
1,0
0,0
0,0
1,1
1,1
1,1
1,1
1,1
1,1
1,1
0,1
0.746092994,1
1,1
1,0
1,0
0,0
1,0
1,0
0.956023626,0
1,0
1,0
0,0
1,0
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
0,0
0,0
1,0
1,0
1,0
1,0
0,0
1,0
1,0
1,0
1,1
1,1
0,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,0
1,0
1,0
1,0
1,0
1,0
0,0
1,0
1,0
1,0
