0,0.90061,0.55606,0.64155,0.89915,0.55474,0.637
1,0.91344,0.58261,0.68349,0.91109,0.57799,0.67582
2,0.91158,0.58204,0.6773,0.90954,0.57966,0.6707
0,0.61532,0.09679,0.04158,0.60543,0.0999,0.03665
1,0.67023,0.14046,0.10851,0.65586,0.13312,0.09192
2,0.83585,0.39247,0.45002,0.83196,0.38531,0.44004
3,0.87075,0.45656,0.54933,0.86858,0.45321,0.54307
4,0.87168,0.45533,0.55215,0.87106,0.4567,0.55045
5,0.87507,0.45912,0.56238,0.87494,0.462,0.56208
6,0.87853,0.475,0.57274,0.87572,0.46977,0.56437
7,0.88059,0.47892,0.57903,0.87882,0.47675,0.57376
8,0.88305,0.48362,0.58658,0.88208,0.4842,0.5837
9,0.88445,0.487,0.59089,0.88348,0.48785,0.58798
10,0.88744,0.4961,0.60013,0.88611,0.49558,0.59611
11,0.88824,0.50627,0.60253,0.88363,0.49506,0.58842
12,0.89083,0.51003,0.61067,0.88751,0.50398,0.60041
13,0.8917,0.51327,0.61337,0.8886,0.5076,0.60378
14,0.89309,0.52263,0.61772,0.8886,0.51149,0.60376
15,0.89502,0.52247,0.62386,0.89247,0.51852,0.61592
16,0.89469,0.52723,0.62275,0.89046,0.51682,0.60957
17,0.89642,0.52873,0.62827,0.89325,0.52256,0.61835
18,0.89668,0.53258,0.62909,0.89279,0.52343,0.61687
19,0.89901,0.53581,0.63654,0.89542,0.52825,0.62522
20,0.90001,0.5399,0.63972,0.89573,0.5299,0.6262
21,0.89934,0.54208,0.63756,0.89449,0.52956,0.62225
22,0.90047,0.54034,0.64122,0.89713,0.53332,0.63063
23,0.901,0.54123,0.64294,0.89744,0.53379,0.63162
24,0.901,0.547,0.64289,0.89651,0.53591,0.62864
25,0.90233,0.54942,0.64718,0.89697,0.5356,0.63013
26,0.90227,0.54448,0.64701,0.89853,0.53551,0.63509
27,0.90253,0.54461,0.64787,0.90008,0.53986,0.64006
28,0.90306,0.55149,0.64955,0.89822,0.53835,0.63408
29,0.903,0.54898,0.64935,0.89884,0.53824,0.63607
30,0.90306,0.55223,0.64954,0.89868,0.54137,0.63556
31,0.90386,0.55422,0.65212,0.89961,0.54327,0.63854
32,0.90406,0.55354,0.65278,0.89946,0.54157,0.63805
33,0.90393,0.5519,0.65236,0.8993,0.53973,0.63756
34,0.90413,0.55167,0.65301,0.89946,0.53978,0.63806
35,0.90353,0.55159,0.65106,0.89915,0.5401,0.63706
36,0.904,0.55335,0.65256,0.89977,0.54264,0.63904
37,0.90586,0.55748,0.65862,0.90178,0.54748,0.64552
38,0.90579,0.55794,0.6584,0.90116,0.54593,0.64353
39,0.90539,0.56077,0.65707,0.90194,0.55339,0.646
40,0.90639,0.56402,0.66031,0.90349,0.55944,0.651
41,0.90705,0.56516,0.66249,0.90287,0.5555,0.649
42,0.90705,0.56643,0.66248,0.90349,0.55869,0.651
43,0.90685,0.56615,0.66183,0.90365,0.55987,0.6515
44,0.90852,0.56691,0.66729,0.9052,0.56025,0.65655
45,0.90812,0.56678,0.66597,0.90396,0.5574,0.65252
46,0.90732,0.56719,0.66335,0.90334,0.55777,0.6505
47,0.90818,0.57029,0.66617,0.90442,0.5623,0.65401
48,0.90865,0.57205,0.66769,0.90504,0.56455,0.65602
49,0.90965,0.57356,0.67097,0.90582,0.56499,0.65855
50,0.90991,0.57206,0.67186,0.90721,0.5678,0.6631
51,0.90818,0.56645,0.66619,0.90504,0.56025,0.65604
52,0.90705,0.5684,0.66247,0.90334,0.56057,0.65049
53,0.90818,0.57019,0.66617,0.90551,0.56534,0.65754
54,0.90666,0.56726,0.66117,0.90427,0.56397,0.6535
55,0.90845,0.57188,0.66704,0.90582,0.56777,0.65854
56,0.90805,0.57105,0.66573,0.90489,0.56489,0.65552
57,0.90865,0.56673,0.66773,0.90877,0.57205,0.66818
58,0.90732,0.56852,0.66334,0.90566,0.56733,0.65804
59,0.90805,0.57084,0.66573,0.90473,0.56446,0.65501
60,0.90592,0.56583,0.65878,0.90489,0.56736,0.65551
61,0.90852,0.57176,0.66726,0.90628,0.56908,0.66006
62,0.90938,0.57427,0.67009,0.90706,0.57127,0.66258
63,0.90772,0.56977,0.66464,0.90551,0.56716,0.65753
64,0.90945,0.57158,0.67033,0.90923,0.57571,0.66969
65,0.90965,0.57474,0.67096,0.9069,0.57031,0.66208
66,0.90798,0.57054,0.66551,0.90613,0.56864,0.65955
67,0.90832,0.57224,0.6666,0.90613,0.56917,0.65955
68,0.90798,0.57054,0.66551,0.90628,0.56934,0.66005
69,0.90765,0.57011,0.66442,0.90551,0.56743,0.65753
70,0.90812,0.57113,0.66595,0.90628,0.56934,0.66005
71,0.91025,0.577,0.67293,0.90784,0.57347,0.66512
72,0.90951,0.57327,0.67053,0.90815,0.57333,0.66613
73,0.90958,0.57475,0.67074,0.90721,0.57145,0.66309
74,0.90652,0.56742,0.66073,0.90458,0.56538,0.65451
75,0.91064,0.57796,0.67424,0.9083,0.57479,0.66664
76,0.90978,0.57543,0.6714,0.90737,0.57189,0.6636
77,0.91031,0.5774,0.67315,0.90815,0.57461,0.66613
78,0.90951,0.57396,0.67053,0.90799,0.57314,0.66563
79,0.90818,0.57207,0.66616,0.90628,0.56988,0.66005
80,0.90592,0.5665,0.65878,0.90473,0.56693,0.65501
81,0.90745,0.5713,0.66376,0.90551,0.56937,0.65752
82,0.90945,0.57604,0.6703,0.9069,0.57136,0.66208
83,0.90572,0.56686,0.65812,0.90365,0.56479,0.65149
84,0.90612,0.56905,0.65941,0.90396,0.56684,0.65249
85,0.90845,0.57338,0.66703,0.90613,0.56998,0.65955
86,0.90978,0.57722,0.67139,0.90815,0.57568,0.66613
87,0.90978,0.57658,0.67139,0.90784,0.57399,0.66511
88,0.91044,0.57708,0.67359,0.90939,0.57765,0.6702
89,0.90845,0.5723,0.66703,0.90597,0.56847,0.65904
90,0.90991,0.57686,0.67183,0.90753,0.57285,0.6641
91,0.90852,0.57346,0.66725,0.90644,0.57031,0.66056
92,0.90845,0.57316,0.66703,0.90659,0.57129,0.66106
93,0.91025,0.5769,0.67293,0.90954,0.57887,0.6707
94,0.90905,0.57702,0.66898,0.90675,0.5737,0.66156
95,0.91131,0.58063,0.67643,0.9114,0.5845,0.67682
96,0.90792,0.5723,0.66528,0.90628,0.5707,0.66005
97,0.90732,0.57081,0.66333,0.90566,0.56952,0.65803
98,0.90852,0.57357,0.66724,0.90613,0.57026,0.65954
99,0.90858,0.57333,0.66747,0.90675,0.57092,0.66157
100,0.91011,0.57692,0.67249,0.90737,0.57163,0.6636
101,0.91091,0.57936,0.67511,0.90846,0.5755,0.66714
102,0.90938,0.57553,0.67008,0.90706,0.57153,0.66258
103,0.90945,0.57158,0.67033,0.91001,0.57772,0.67224
104,0.90719,0.57009,0.66289,0.90535,0.56865,0.65702
105,0.90931,0.57174,0.66989,0.90939,0.57616,0.6702
106,0.91111,0.58035,0.67577,0.90908,0.57727,0.66918
107,0.91011,0.57681,0.67249,0.90799,0.57391,0.66562
108,0.91078,0.57928,0.67467,0.90846,0.57524,0.66715
109,0.90998,0.57684,0.67205,0.90737,0.57215,0.6636
110,0.90798,0.57238,0.6655,0.90628,0.57125,0.66005
111,0.91124,0.58054,0.67621,0.90877,0.57612,0.66816
112,0.90945,0.57615,0.6703,0.90768,0.57436,0.6646
113,0.90991,0.57718,0.67183,0.90784,0.57373,0.66511
114,0.90825,0.57336,0.66637,0.9069,0.57328,0.66207
115,0.90998,0.57835,0.67204,0.90923,0.58014,0.66968
116,0.91091,0.57915,0.67512,0.91078,0.58193,0.67478
117,0.90805,0.57301,0.66572,0.90659,0.57241,0.66106
118,0.90991,0.57761,0.67183,0.90768,0.57382,0.66461
119,0.90765,0.57279,0.66441,0.90597,0.57212,0.65903
120,0.90945,0.57626,0.6703,0.90799,0.57524,0.66562
121,0.90945,0.57626,0.6703,0.9083,0.57694,0.66663
122,0.91098,0.58039,0.67533,0.90846,0.57629,0.66714
123,0.91164,0.58244,0.67752,0.91001,0.58047,0.67223
124,0.90878,0.57412,0.66812,0.90675,0.57146,0.66157
125,0.90925,0.57557,0.66964,0.90721,0.57359,0.66308
126,0.90958,0.57708,0.67073,0.90815,0.5765,0.66612
127,0.91058,0.57848,0.67402,0.90939,0.57895,0.67019
128,0.90878,0.575,0.66811,0.90613,0.5711,0.65954
129,0.91337,0.58545,0.68325,0.91528,0.59615,0.68967
130,0.90918,0.57538,0.66943,0.90737,0.57294,0.66359
131,0.91058,0.5802,0.67401,0.90908,0.5797,0.66917
132,0.91197,0.5829,0.67862,0.91094,0.58264,0.67529
133,0.91111,0.58035,0.67577,0.91001,0.5802,0.67223
134,0.91078,0.57886,0.67468,0.90923,0.57746,0.66969
135,0.91138,0.58134,0.67665,0.91001,0.58047,0.67223
136,0.90732,0.57104,0.66333,0.90566,0.57067,0.65803
137,0.91138,0.58177,0.67664,0.91047,0.58287,0.67376
138,0.91377,0.58812,0.68456,0.9128,0.58883,0.68143
139,0.91211,0.58227,0.67907,0.91218,0.5865,0.67938
140,0.91144,0.58133,0.67687,0.90954,0.57861,0.6707
141,0.91018,0.57893,0.6727,0.90923,0.57986,0.66968
142,0.90971,0.5778,0.67117,0.9083,0.5775,0.66663
143,0.91251,0.58297,0.68039,0.91249,0.58716,0.68041
144,0.90905,0.57588,0.66898,0.90784,0.57618,0.66511
145,0.91217,0.58411,0.67928,0.91094,0.58341,0.67529
146,0.90971,0.57848,0.67116,0.90768,0.57632,0.6646
147,0.90945,0.57829,0.67029,0.90737,0.57632,0.66358
148,0.91417,0.59045,0.68588,0.91327,0.59124,0.68297
149,0.91084,0.58097,0.67489,0.91001,0.58208,0.67222
150,0.91124,0.58203,0.6762,0.9097,0.58092,0.67121
151,0.90705,0.57205,0.66245,0.90458,0.56916,0.65449
152,0.91124,0.58138,0.6762,0.90985,0.58002,0.67172
153,0.91104,0.58069,0.67555,0.90939,0.57895,0.67019
154,0.91084,0.57968,0.67489,0.9097,0.57931,0.67121
155,0.91051,0.58067,0.67379,0.90861,0.57866,0.66764
156,0.91257,0.5855,0.68059,0.91109,0.58386,0.6758
157,0.91151,0.58313,0.67708,0.91032,0.58381,0.67324
158,0.91025,0.57659,0.67293,0.90923,0.57695,0.66969
159,0.91018,0.57926,0.6727,0.90846,0.57766,0.66714
160,0.90958,0.57654,0.67073,0.9069,0.57217,0.66207
161,0.91164,0.58265,0.67752,0.90939,0.57922,0.67019
162,0.91131,0.582,0.67642,0.91032,0.58242,0.67325
163,0.90852,0.57492,0.66724,0.90582,0.57081,0.65853
164,0.90905,0.57737,0.66898,0.90675,0.57458,0.66156
