0,1,0,0,
0,1,0,0,
1,1,1,0,
0,1,0,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
0,0,0,1,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0.461048504,1,1,0,
1,1,1,0,
0,1,0,0,
0,0,0,1,
0,1,0,0,
0.472459219,1,1,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
1,0,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
1,0,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0.263545996,1,0,0,
0.560164346,1,1,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
1,0,0,0,
0.150977587,1,0,0,
0.794658168,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
0.277881092,1,0,0,
0.797273525,1,1,0,
0.277881092,1,0,0,
0.150977587,1,0,0,
0.371360491,1,1,0,
1,0,0,0,
0.669712245,1,1,0,
0.767330975,1,1,0,
1,1,1,0,
0.744222841,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
0.669712245,1,1,0,
0.744222841,1,1,0,
1,0,0,0,
1,1,1,0,
0.539395997,1,1,0,
1,1,1,0,
1,1,1,0,
0,1,0,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
0,0,0,1,
0,1,0,0,
1,1,1,0,
0,1,0,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
0,0,0,1,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,0,0,0,
1,1,1,0,
0,1,0,0,
0.972160968,1,1,0,
0,1,0,0,
1,1,1,0,
0,1,0,0,
1,1,1,0,
0,1,0,0,
1,1,1,0,
0,1,0,0,
0,0,0,1,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
0.641808927,1,1,0,
0.969946822,1,1,0,
1,1,1,0,
0.641808927,1,1,0,
1,1,1,0,
1,1,1,0,
0.969946822,0,0,0,
0.795485376,1,1,0,
1,1,1,0,
1,1,1,0,
0.901351831,1,1,0,
0.507943271,1,1,0,
0.56419208,1,1,0,
0.91185381,1,1,0,
0,1,0,0,
0,1,0,0,
1,1,1,0,
0,0,0,1,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
1,1,1,0,
0,1,0,0,
1,0,0,0,
0,1,0,0,
0.832974669,1,1,0,
0,1,0,0,
0,1,0,0,
1,1,1,0,
0.756297428,1,1,0,
0,1,0,0,
0.785617481,1,1,0,
1,1,1,0,
1,1,1,0,
0,0,0,1,
1,1,1,0,
1,1,1,0,
0.424669788,1,1,0,
1,1,1,0,
1,1,1,0,
0,1,0,0,
1,1,1,0,
0,1,0,0,
1,1,1,0,
0,1,0,0,
0,0,0,1,
1,1,1,0,
1,1,1,0,
0.309413846,1,1,0,
0.983233237,1,1,0,
0.934620482,1,1,0,
0.431767378,1,1,0,
0.962408072,1,1,0,
0.431767378,1,1,0,
0.309413846,1,1,0,
1,1,1,0,
1,0,0,0,
0,1,0,0,
1,1,1,0,
0,1,0,0,
0,1,0,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
0,1,0,0,
1,1,1,0,
1,1,1,0,
0,0,0,1,
1,1,1,0,
0.697332049,1,1,0,
0.901732071,1,1,0,
1,1,1,0,
0.697332049,1,1,0,
1,1,1,0,
1,1,1,0,
0.912997936,1,1,0,
1,1,1,0,
0.901732071,1,1,0,
1,0,0,0,
1,1,1,0,
0.952168036,1,1,0,
0.496706479,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
0.981790922,1,1,0,
1,1,1,0,
0.86826786,1,1,0,
0.496706479,0,0,0,
0.224849351,1,0,0,
0.224849351,1,0,0,
1,1,1,0,
0.949996485,1,1,0,
1,1,1,0,
0.583552327,1,1,0,
0.583552327,1,1,0,
0.790097566,1,1,0,
0.67557338,1,1,0,
1,1,1,0,
0.782877,0,0,0,
1,1,1,0,
0.571726585,1,1,0,
0.90977669,1,1,0,
1,1,1,0,
1,1,1,0,
0.90977669,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
0.571726585,0,0,0,
1,1,1,0,
1,1,1,0,
0,1,0,0,
0.278564858,1,0,0,
0.335567054,1,1,0,
0.335567054,1,1,0,
0.278564858,1,0,0,
0.325085133,1,1,0,
1,1,1,0,
0,1,0,0,
0.490478703,0,0,0,
1,1,1,0,
1,1,1,0,
0.760806944,1,1,0,
0.795962948,1,1,0,
1,1,1,0,
0,1,0,0,
0,1,0,0,
0,1,0,0,
1,1,1,0,
1,1,1,0,
0,0,0,1,
0,1,0,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
0.116290815,1,0,0,
1,1,1,0,
1,1,1,0,
0.863971525,1,1,0,
1,1,1,0,
0,0,0,1,
0.203566933,1,0,0,
0.73655972,1,1,0,
0.169225397,1,0,0,
0.817021948,1,1,0,
0.708523561,1,1,0,
1,1,1,0,
0.132006775,1,0,0,
1,1,1,0,
0.111476254,1,0,0,
0.169225397,1,0,0,
0.111476254,0,0,1,
1,1,1,0,
1,1,1,0,
1,1,1,0,
0.758097562,1,1,0,
0.459623461,1,1,0,
1,1,1,0,
1,1,1,0,
1,1,1,0,
